ID,GENDER,CUSTOMER_RISK_STATUS,INDUSTRY,RESIDENCE,CUSTOMER_STATUS,SEGMENT,BRANCH,PROMISE_SUCCESS,OUTCOME,TIME_STAMP,ACTIVITY,VERSION_NUMBER,GROUP_NAME,DELINQUENCY_STRING,DELINQUENT_STATUS,DAO_AREA,LOAN_STATUS,REPAY_FREQUENCY,REPAY_CURRENCY,LOAN_TYPE,STAGE
100431,MALE,A5,1845,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,RESTRUCTURE,"2020-11-09 14:33",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
103118,MALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","HARAMBEE BRANCH",YES,RESTRUCTURE,"2020-11-17 09:20:21",CALL,2,HP,"PERSONAL BANKING",B9,"SME BANKING",PENDING.CLOSURE,"e0Y e1M e0W o29D e0F",KES,"LOAN - ASSET FINANCE",NULL
106987,MALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,NONE,"2020-11-12 15:26:43",NONE,1,HP,"PERSONAL BANKING",B9,"GOLD BANKING",CURRENT,"e0Y e1M e0W o21D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
107188,MALE,B20,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","MOI AVENUE BRANCH, MOMBASA",NO,RESTRUCTURE,"2020-10-07 12:47",CALL,NULL,HP,"PERSONAL BANKING",B20,"CREDIT COLLECTIONS",CLOSE,"e0Y e1M e0W o14D e0F",KES,,NULL
109625,FEMALE,A5,3435,KE,"NORMAL CLIENT","PERSONAL BANKING","LAVINGTON BRANCH",NO,RESTRUCTURE,"2020-10-22 15:30",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
109957,MALE,B10,3478,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA ROAD MALL BRANCH",NO,RESTRUCTURE,"2020-10-22 15:54",CALL,NULL,HP,"PERSONAL BANKING",B10,"CREDIT COLLECTIONS",CLOSE,"e0Y e1M e0W o2D e0F",KES,"LOAN - ASSET FINANCE",NULL
110131,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","PRESTIGE BRANCH",NO,PTP,"2021-06-14 08:22",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
111297,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","MALL BRANCH",NO,RESTRUCTURE,"2020-10-22 10:37",CALL,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CLOSE,"e0Y e1M e0W o19D e0F",KES,,NULL
112508,FEMALE,A5,2115,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-03-29 10:50",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
116807,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,NONE,"2020-11-12 15:26:43",NONE,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
120315,MALE,A5,2405,KE,"NORMAL CLIENT","PERSONAL BANKING","CITY CENTRE BRANCH",NO,PTP,"2021-01-28 11:44",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
123012,MALE,A5,2620,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,PTP,"2021-03-04 10:57",EMAIL,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
123441,MALE,A5,2110,KE,"NORMAL CLIENT","PERSONAL BANKING","KITENGELA BRANCH",NO,RESTRUCTURE,"2021-01-07 08:53",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
123470,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","PRESTIGE BRANCH",NO,PTP,"2021-03-11 14:32",EMAIL,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
126615,MALE,A5,1430,KE,"NORMAL CLIENT","PERSONAL BANKING","MACHAKOS BRANCH, MACHAKOS",NO,PTP,"2021-01-28 11:31",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
128431,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","PRESTIGE BRANCH",NO,RESTRUCTURE,"2021-03-08 15:19",CALL,NULL,HP,"PERSONAL BANKING",A5,"PLATINUM BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
128961,MALE,A5,3478,KE,"NORMAL CLIENT","PERSONAL BANKING","MALL BRANCH",NO,PTP,"2021-02-01 09:43",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CLOSE,"e0Y e1M e0W o26D e0F",KES,,NULL
129593,FEMALE,A5,4260,KE,"NORMAL CLIENT","PREMIER BANKING","PRESTIGE BRANCH",NO,RESTRUCTURE,"2020-11-11 10:03",CALL,2,CORMMERCIAL,"PREMIER BANKING",A5,"PREMIER BANKING",CLOSE,"e0Y e1M e0W o15D e0F",KES,,NULL
130296,MALE,A5,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,RESTRUCTURE,"2020-11-25 15:19",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o3D e0F",KES,"LOAN - ASSET FINANCE",NULL
133229,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","MACHAKOS BRANCH, MACHAKOS",NO,PTP,"2020-12-02 16:20",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
135199,MALE,A5,1896,KE,"NORMAL CLIENT","PERSONAL BANKING","RONGAI BRANCH",NO,RESTRUCTURE,"2020-11-16 13:47",CALL,2,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o25D e0F",KES,,NULL
140161,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,PTP,"2021-04-22 12:27",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
144954,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,PTP,"2021-01-18 11:02",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o14D e0F",KES,,NULL
145506,MALE,A5,4025,KE,"NORMAL CLIENT","PERSONAL BANKING","KISII BRANCH",NO,RESTRUCTURE,"2021-01-18 10:53",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o18D e0F",USD,"LOAN - ASSET FINANCE",NULL
146262,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","HARAMBEE BRANCH",NO,PTP,"2020-12-04 11:23",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"PLATINUM BANKING",CURRENT,"e0Y e1M e0W o24D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
146497,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","MALL BRANCH",NO,RESTRUCTURE,"2020-10-16 09:32",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CLOSE,"e0Y e1M e0W o15D e0F",KES,,NULL
147543,MALE,A5,1895,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-02-17 13:51",EMAIL,2,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
148222,MALE,A5,3478,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-04-12 08:22",EMAIL,2,HP,"PERSONAL BANKING",A5,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o4D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
152179,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","GARDEN CITY MALL BRANCH, NAIROBI",NO,PTP,"2021-02-11 10:26",EMAIL,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
152333,MALE,A5,2005,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA BRANCH, THIKA",NO,PTP,"2021-01-19 10:44",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o6D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
152712,FEMALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA ROAD MALL BRANCH",NO,PTP,"2021-04-08 10:00",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
154082,MALE,A5,3025,KE,"NORMAL CLIENT","PERSONAL BANKING","ELDORET BRANCH, ELDORET",NO,PTP,"2021-04-27 09:27",CALL,2,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o16D e0F",KES,"LOAN - ASSET FINANCE",NULL
154340,MALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","CITY CENTRE BRANCH",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B9,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
155627,MALE,A5,1045,KE,"NORMAL CLIENT","PERSONAL BANKING","NKURUMAH BRANCH",NO,PTP,"2021-05-24 15:29",CALL,NULL,HP,"PERSONAL BANKING",A5,"PLATINUM BANKING",CURRENT,"e0Y e1M e0W o13D e0F",KES,"LOAN - ASSET FINANCE",NULL
155925,MALE,A5,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,PTP,"2021-03-29 14:34",EMAIL,3,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
160646,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KISUMU BRANCH",NO,NONE,"2020-11-12 15:26",NONE,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CLOSE,"e0Y e1M e0W o16D e0F",KES,,NULL
161466,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KISUMU BRANCH",NO,RESTRUCTURE,"2020-11-27 09:59",CALL,NULL,HP,"PERSONAL BANKING",A5,"BUSINESS BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
168217,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KISUMU BRANCH",NO,RESTRUCTURE,"2020-11-18 10:24:34",CALL,1,HP,"PERSONAL BANKING",A5,"SME BANKING",CURRENT,"e0Y e1M e0W o22D e0F",KES,"LOAN - ASSET FINANCE",NULL
168980,MALE,B11,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,RESTRUCTURE,"2020-10-26 13:27",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o22D e0F",KES,"LOAN - ASSET FINANCE",NULL
169044,MALE,B11,3445,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,Un-REACHABLE,"2020-10-15 09:29",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o22D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
170383,FEMALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","PRESTIGE BRANCH",NO,NONE,"2020-11-12 15:26:46",NONE,1,HP,"PERSONAL BANKING",B9,"GOLD BANKING",PENDING.CLOSURE,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
171082,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-03-29 14:01",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W e0D e0F",KES,"Saloon Cars",NULL
172529,MALE,A5,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","MOI AVENUE BRANCH, MOMBASA",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
176552,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","GALLERIA MALL, NAIROBI",NO,PTP,"2021-03-05 11:02",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o2D e0F",KES,,NULL
177339,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","HARAMBEE BRANCH",NO,PTP,"2021-04-19 11:57",EMAIL,2,HP,"PERSONAL BANKING",A5,"SME BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
179104,MALE,A5,1805,KE,"NORMAL CLIENT","PERSONAL BANKING","MALL BRANCH",NO,PTP,"2021-06-14 11:28",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
180065,MALE,A5,3410,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-03-09 08:47",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
180393,FEMALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","HARAMBEE BRANCH",NO,PTP,"2021-01-11 10:59",EMAIL,1,HP,"PERSONAL BANKING",A5,"SME BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
181676,FEMALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","MOI AVENUE BRANCH, MOMBASA",NO,PTP,"2021-02-01 11:05",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CLOSE,"e0Y e1M e0W o23D e0F",KES,,NULL
184396,MALE,A5,1885,KE,"NORMAL CLIENT","PERSONAL BANKING","KISII BRANCH",NO,PTP,"2020-11-30 09:09",EMAIL,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
184726,MALE,A5,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","GARDEN CITY MALL BRANCH, NAIROBI",NO,PTP,"2021-04-07 08:53",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
185938,MALE,B20,3410,KE,"NORMAL CLIENT","PERSONAL BANKING","GARDEN CITY MALL BRANCH, NAIROBI",NO,PTP,"2021-03-10 08:30",EMAIL,NULL,HP,"PERSONAL BANKING",B20,"CREDIT COLLECTIONS",CLOSE,"e0Y e1M e0W o25D e0F",KES,,NULL
186223,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","SAMEER PARK BRANCH",NO,PTP,"2021-05-25 10:06",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o10D e0F",KES,"LOAN - ASSET FINANCE",NULL
186270,MALE,A5,3025,KE,"NORMAL CLIENT","PERSONAL BANKING","SAMEER PARK BRANCH",NO,PTP,"2021-05-24 15:35",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o8D e0F",KES,"LOAN - ASSET FINANCE",NULL
190528,MALE,B10,3478,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B10,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
193720,MALE,A5,1045,KE,"NORMAL CLIENT","PERSONAL BANKING","KILIFI BRANCH",NO,PTP,"2021-04-21 11:27",CALL,NULL,HP,"PERSONAL BANKING",A5,"PLATINUM BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
199945,MALE,B10,1265,KE,"NORMAL CLIENT","PERSONAL BANKING","CITY CENTRE BRANCH",NO,PTP,"2021-03-23 09:08",CALL,NULL,HP,"PERSONAL BANKING",B10,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
202630,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KISUMU BRANCH",NO,PTP,"2021-01-28 11:57",CALL,2,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o6D e0F",KES,,NULL
204272,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA ROAD MALL BRANCH",NO,RESTRUCTURE,"2021-01-18 13:26",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o16D e0F",KES,"LOAN - ASSET FINANCE",NULL
206077,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-01-27 12:56",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
207855,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","CITY CENTRE BRANCH",NO,PTP,"2021-03-12 12:06",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
212708,MALE,A5,4805,KE,"NORMAL CLIENT","PERSONAL BANKING","JUNCTION BRANCH",NO,PTP,"2021-03-11 12:07",CALL,NULL,HP,"PERSONAL BANKING",A5,"PLATINUM BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
213072,MALE,B11,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","EMBAKASI BRANCH",NO,RESTRUCTURE,"2020-11-18 11:22",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o22D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
213826,MALE,B11,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KISUMU BRANCH",NO,RESTRUCTURE,"2020-10-22 12:16",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o8D e0F",KES,"LOAN - ASSET FINANCE",NULL
214101,MALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","HARAMBEE BRANCH",NO,PTP,"2021-05-11 12:37:25",CALL,2,HP,"PERSONAL BANKING",B9,"PLATINUM BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
215380,MALE,A5,2405,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-01-18 12:03",CALL,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
216401,MALE,B10,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,PTP,"2021-03-18 12:21",EMAIL,3,HP,"PERSONAL BANKING",B10,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o9D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
221084,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KENYATTA AVENUE",NO,PTP,"2021-06-03 15:37:25",CALL,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
221569,FEMALE,A5,4805,KE,"NORMAL CLIENT","PERSONAL BANKING","JUNCTION BRANCH",NO,RESTRUCTURE,"2021-02-25 15:35",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o5D e0F",KES,,NULL
223274,MALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KISII BRANCH",NO,RESTRUCTURE,"2020-11-27 10:09",CALL,NULL,HP,"PERSONAL BANKING",B9,"GOLD BANKING",EXPIRED,"e0Y e1M e0W o26D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
227636,FEMALE,A5,3478,KE,"NORMAL CLIENT","PERSONAL BANKING","KILIMANI BRANCH",NO,PTP,"2020-12-17 09:56",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"PLATINUM BANKING",PENDING.CLOSURE,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
234092,MALE,B20,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KENYATTA AVENUE",YES,NONE,"2020-11-12 15:26:46",NONE,1,MCL,"PERSONAL BANKING",B20,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o10D e0F",KES,"LOAN - PERSONAL",AGENT
242607,MALE,B11,1895,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,RESTRUCTURE,"2020-10-27 11:24",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
243705,MALE,A5,3020,KE,"NORMAL CLIENT","PERSONAL BANKING","JUNCTION BRANCH",NO,PTP,"2021-01-08 13:20",EMAIL,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
244068,MALE,B9,3479,KE,"NORMAL CLIENT","PERSONAL BANKING","MERU BRANCH",NO,PTP,"2021-04-16 12:23:26",CALL,1,HP,"PERSONAL BANKING",B9,"GO BANKING",CURRENT,"e0Y e1M e0W e0D e0F",KES,"LOAN - ASSET FINANCE",NULL
244486,MALE,A5,4260,KE,"NORMAL CLIENT","BUSINESS BANKING","NCBA HOUSE",NO,NONE,"2020-11-12 15:26:43",NONE,1,HP,"BUSINESS BANKING",A5,"SME BANKING",EXPIRED,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
244795,MALE,B9,2405,KE,"NORMAL CLIENT","PERSONAL BANKING","JUNCTION BRANCH",NO,PTP,"2021-03-30 11:35",EMAIL,1,HP,"PERSONAL BANKING",B9,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
246126,MALE,B9,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","ELDORET BRANCH, ELDORET",NO,NONE,"2020-11-12 15:26:46",NONE,1,HP,"PERSONAL BANKING",B9,"GOLD BANKING",EXPIRED,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
247800,MALE,B11,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","CHANGAMWE BRANCH, MOMBASA",NO,RESTRUCTURE,"2020-11-05 10:08",CALL,1,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
249999,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,RESTRUCTURE,"2020-10-26 12:47",CALL,1,HP,"PERSONAL BANKING",A5,"CREDIT COLLECTIONS",CLOSE,"e0Y e1M e0W o22D e0F",KES,"LOAN - ASSET FINANCE",NULL
251006,MALE,B11,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA ROAD MALL BRANCH",NO,NONE,"2020-11-12 15:26:46",NONE,1,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
257218,MALE,B12,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,RESTRUCTURE,"2020-10-23 12:03",CALL,NULL,HP,"PERSONAL BANKING",B12,"GOLD BANKING",CLOSE,"e0Y e1M e0W o20D e0F",KES,,NULL
257293,MALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","CITY CENTRE BRANCH",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B9,"PLATINUM BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
257609,MALE,B11,3020,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA ROAD MALL BRANCH",NO,PTP,"2020-10-05 15:54",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
258258,FEMALE,B10,3478,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,RESTRUCTURE,"2020-11-06 10:53",CALL,NULL,HP,"PERSONAL BANKING",B10,"CREDIT COLLECTIONS",CLOSE,"e0Y e1M e0W o13D e0F",KES,,NULL
261013,FEMALE,B11,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","ELDORET BRANCH, ELDORET",NO,NONE,"2020-11-12 15:26:46",NONE,1,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
261088,MALE,A5,1845,KE,"NORMAL CLIENT","PERSONAL BANKING","MACHAKOS BRANCH, MACHAKOS",NO,PTP,"2021-01-19 10:33",CALL,2,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o6D e0F",KES,"LOAN - ASSET FINANCE",NULL
262862,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA BRANCH, THIKA",NO,PTP,"2021-02-22 15:35",CALL,NULL,HP,"PERSONAL BANKING",A5,"PLATINUM BANKING",CLOSE,"e0Y e1M e0W o25D e0F",KES,,NULL
