ID,GENDER,CUSTOMER_RISK_STATUS,INDUSTRY,RESIDENCE,CUSTOMER_STATUS,SEGMENT,LOAN_BRANCH_CODE,PROMISE_SUCCESS,OUTCOME,TIME_STAMP,ACTIVITY,VERSION_NUMBER,GROUP_NAME,DELINQUENCY_STRING,DELINQUENT_STATUS,DAO_AREA,LOAN_STATUS,REPAY_FREQUENCY,REPAY_CURRENCY,LOAN_TYPE,LOAN_STAGE
218908,,,,,Active,,2,YES,PTP,2022-03-10 10:20:21,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
46245,,,,,Active,,6,NO,Unreachable: Ringing no answer,2022-03-10 10:41:47,CALL,3,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o28D e0F,,1,
93127,,,,,Active,,11,NO,NIP,2022-03-10 10:49:04,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,COLLECTION
99459,,,,,Active,,4,YES,PTP,2022-03-10 10:55:55,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,COLLECTION
99459,,,,,Active,,4,YES,PTP,2022-03-10 10:59:49,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,COLLECTION
93127,,,,,Active,,11,NO,NIP,2022-03-10 11:24:43,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,67,COLLECTION
104309,,,,,Active,,3,NO,Unreachable: Out of reach,2022-03-10 11:43:16,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
115537,,,,,Active,,11,NO,Unreachable: Ringing no answer,2022-03-10 12:36:15,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
145633,,,,,Active,,8,NO,SIP,2022-03-10 15:04:49,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,70,
218106,,,,,Active,,4,NO,NIP,2022-03-10 16:12:33,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,52,COLLECTION
213609,,,,,Active,,11,YES,PTP,2022-03-10 16:21:29,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,52,
202867,,,,,Active,,11,YES,PTP,2022-03-10 16:31:22,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,81,COLLECTION
283445,,,,,Active,,11,NO,Unreachable: Ringing no answer,2022-03-11 09:01:41,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,COLLECTION
113061,,,,,Active,,8,NO,Unreachable: Ringing no answer,2022-03-11 09:06:07,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,68,
176579,,,,,Active,,2,YES,PTP,2022-03-11 09:11:08,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
108025,,,,,Active,,4,YES,PTP,2022-03-11 09:36:51,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
257599,,,,,Active,,9,NO,Unreachable: Out of reach,2022-03-11 09:44:18,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,COLLECTION
8100,,,,,Active,,9,YES,PTP,2022-03-11 09:48:55,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
251224,,,,,Active,,8,NO,Unreachable: Out of reach,2022-03-11 09:54:29,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,COLLECTION
283471,,,,,Active,,11,YES,PTP,2022-03-11 14:46:43,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,COLLECTION
280646,,,,,Active,,2,NO,Unreachable: Out of reach,2022-03-11 14:57:24,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
280329,,,,,Active,,6,YES,PTP,2022-03-11 15:09:09,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
279870,,,,,Active,,2,NO,Unreachable: Ringing no answer,2022-03-11 15:31:33,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
278106,,,,,Active,,6,YES,PTP,2022-03-11 15:41:02,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
278099,,,,,Active,,6,NO,SIP,2022-03-11 15:46:44,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
276424,,,,,Active,,3,YES,PTP,2022-03-11 16:02:49,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
115163,,,,,Active,,8,NO,Unreachable: Ringing no answer,2022-03-14 09:31:54,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,1,
88502,,,,,Active,,3,YES,PTP,2022-03-14 11:34:38,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,15,
136833,,,,,Active,,6,YES,PTP,2022-03-14 12:17:52,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,52,COLLECTION
155069,,,,,Active,,4,YES,PTP,2022-03-14 12:24:48,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,59,
4516,,,,,Active,,11,YES,PTP,2022-03-14 12:30:33,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,59,
254470,,,,,Active,,4,YES,PTP,2022-03-14 16:53:49,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
107882,,,,,Active,,11,YES,PTP,2022-03-14 17:07:29,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
137333,,,,,Active,,9,YES,PTP,2022-03-15 10:00:13,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
201205,,,,,Active,,16,NO,Unwilling to Pay,2022-03-15 14:42:05,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
104909,,,,,Active,,3,NO,NIP,2022-03-15 16:03:26,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,
106543,,,,,Active,,11,NO,NIP,2022-03-15 16:13:21,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,52,COLLECTION
254470,,,,,Active,,4,YES,PTP,2022-03-16 11:16:35,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
117164,,,,,Active,,16,NO,Unreachable: Ringing no answer,2022-03-16 14:32:19,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,67,
106543,,,,,Active,,11,NO,NIP,2022-03-16 15:41:13,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,52,COLLECTION
117908,,,,,Active,,10,NO,NIP,2022-03-16 16:12:13,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,68,
118038,,,,,Active,,2,NO,Unreachable: Ringing no answer,2022-03-16 16:39:09,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
120255,,,,,Active,,8,NO,NIP,2022-03-16 16:42:14,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
120326,,,,,Active,,4,NO,NIP,2022-03-17 10:06:23,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,17,
120579,,,,,Active,,4,NO,Client Situation Unconfirmed,2022-03-17 10:19:15,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
265236,,,,,Active,,16,NO,SKIP TRACE,2022-03-17 10:32:03,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
121599,,,,,Active,,11,NO,NIP,2022-03-17 10:53:59,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
123031,,,,,Active,,10,NO,Unreachable: Ringing no answer,2022-03-17 11:04:51,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
123033,,,,,Active,,8,YES,PTP,2022-03-17 11:14:02,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,70,
123470,,,,,Active,,11,NO,NIP,2022-03-17 11:19:49,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,59,COLLECTION
124131,,,,,Active,,16,YES,PTP,2022-03-17 11:36:05,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,
117908,,,,,Active,,10,YES,PTP,2022-03-17 14:34:48,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,68,
124286,,,,,Active,,9,NO,SKIP TRACE,2022-03-17 14:48:55,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,70,
125115,,,,,Active,,3,NO,Unwilling to Pay,2022-03-17 15:12:32,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
125297,,,,,Active,,11,NO,Unreachable: Out of reach,2022-03-17 15:26:01,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,52,COLLECTION
123833,,,,,Active,,4,YES,PTP,2022-03-18 10:03:55,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,17,
283445,,,,,Active,,11,YES,PTP,2022-03-18 10:33:51,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,COLLECTION
273130,,,,,Active,,3,NO,Unwilling to Pay,2022-03-18 10:45:59,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
251158,,,,,Active,,16,NO,NIP,2022-03-18 10:57:32,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,
61480,,,,,Active,,3,NO,Unreachable: Ringing no answer,2022-03-18 11:09:52,CALL,5,Individual,PERSONAL BANKING,,,Closed (written off),e0Y e1M e0W o28D e0F,,95,
62149,,,,,Active,,16,YES,PTP,2022-03-18 11:15:40,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
106543,,,,,Active,,11,YES,PTP,2022-03-18 11:56:48,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,52,COLLECTION
128374,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-21 10:55:30,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,18,
129379,,,,,Active,,8,YES,PTP,2022-03-21 11:00:49,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,52,COLLECTION
129379,,,,,Active,,8,NO,NIP,2022-03-21 11:19:05,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,52,COLLECTION
129387,,,,,Active,,8,YES,PTP,2022-03-21 11:22:05,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
129387,,,,,Active,,8,NO,SKIP TRACE,2022-03-21 11:24:31,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
129387,,,,,Active,,8,NO,SIP,2022-03-21 11:28:05,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
129721,,,,,Active,,4,YES,PTP,2022-03-21 11:32:03,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
129721,,,,,Active,,4,YES,PTP,2022-03-21 11:34:54,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
129940,,,,,Active,,3,NO,NIP,2022-03-21 11:46:32,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
130070,,,,,Active,,3,NO,Unreachable: Ringing no answer,2022-03-21 14:29:03,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
130330,,,,,Active,,6,YES,PTP,2022-03-21 14:37:10,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,68,COLLECTION
130665,,,,,Active,,3,YES,PTP,2022-03-21 14:44:00,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,67,
131290,,,,,Active,,4,NO,Unreachable: Ringing no answer,2022-03-21 15:11:10,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
131321,,,,,Active,,3,YES,PTP,2022-03-21 15:23:23,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
131369,,,,,Active,,8,NO,Unwilling to Pay,2022-03-21 15:55:07,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
132608,,,,,Active,,8,YES,PTP,2022-03-21 15:57:17,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
132608,,,,,Active,,8,YES,PTP,2022-03-21 16:02:21,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
92780,,,,,Active,,16,NO,Unreachable: Ringing no answer,2022-03-22 09:30:54,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,COLLECTION
30335,,,,,Active,,4,YES,PTP,2022-03-22 15:40:34,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,COLLECTION
132800,,,,,Active,,4,YES,PTP,2022-03-22 15:47:14,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,52,COLLECTION
132802,,,,,Active,,2,NO,Unreachable: Out of reach,2022-03-22 16:01:38,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,COLLECTION
133455,,,,,Active,,3,NO,Unreachable: Out of reach,2022-03-22 16:09:31,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,68,
133561,,,,,Active,,3,YES,PTP,2022-03-22 16:23:08,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,52,COLLECTION
133691,,,,,Active,,3,NO,Unreachable: Ringing no answer,2022-03-22 16:29:49,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,67,
133744,,,,,Active,,10,NO,Unreachable: Ringing no answer,2022-03-22 16:46:27,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
202867,,,,,Active,,11,YES,PTP,2022-03-23 10:30:32,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,81,COLLECTION
131214,,,,,Active,,4,YES,PTP,2022-03-23 10:38:38,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
124370,,,,,Active,,11,NO,Unreachable: Out of reach,2022-03-23 17:00:46,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
221766,,,,,Active,,4,YES,PTP,2022-03-23 17:11:26,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
156347,,,,,Active,,8,YES,PTP,2022-03-24 10:46:28,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,67,
163338,,,,,Active,,9,NO,Unreachable: Out of reach,2022-03-24 10:57:03,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
132675,,,,,Active,,11,NO,Unreachable: Out of reach,2022-03-24 11:39:37,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
84715,,,,,Active,,11,NO,Unreachable: Ringing no answer,2022-03-24 11:45:40,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,32,
25726,,,,,Active,,3,YES,PTP,2022-03-24 11:52:58,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
60326,,,,,Active,,3,YES,PTP,2022-03-24 15:46:05,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,75,COLLECTION
116825,,,,,Active,,9,NO,Unreachable: Out of reach,2022-03-24 16:27:06,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,
149630,,,,,Active,,29,NO,Unreachable: Ringing no answer,2022-03-24 16:33:10,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,79,COLLECTION
136975,,,,,Active,,6,NO,NIP,2022-03-24 16:38:26,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,COLLECTION
287838,,,,,Active,,11,NO,Unreachable: Ringing no answer,2022-03-24 17:03:36,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,100,COLLECTION
108025,,,,,Active,,4,NO,Unreachable: Out of reach,2022-03-25 10:42:02,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
163451,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-25 12:29:31,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,68,
164369,,,,,Active,,9,YES,PTP,2022-03-25 12:36:57,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,68,
165592,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-25 12:57:22,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,68,
