ID,GENDER,CUSTOMER_RISK_STATUS,INDUSTRY,RESIDENCE,CUSTOMER_STATUS,SEGMENT,LOAN_BRANCH_CODE,PROMISE_SUCCESS,OUTCOME,TIME_STAMP,ACTIVITY,VERSION_NUMBER,GROUP_NAME,DELINQUENCY_STRING,DELINQUENT_STATUS,DAO_AREA,LOAN_STATUS,REPAY_FREQUENCY,REPAY_CURRENCY,LOAN_TYPE,LOAN_STAGE
46245,,,,,Active,,6,YES,PTP,2022-02-23 12:03:25,CALL,2,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o27D e0F,,1,
28345,,,,,Active,,4,NO,DECEASED,2022-02-23 12:14:53,CALL,2,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o27D e0F,,16,
61480,,,,,Active,,3,NO,NIP,2022-02-23 12:23:18,CALL,2,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o28D e0F,,15,
59938,,,,,Active,,11,NO,Unreachable: Ringing no answer,2022-02-23 12:29:28,CALL,2,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o28D e0F,,8,
30785,,,,,Active,,4,YES,PTP,2022-02-23 12:37:57,CALL,2,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o27D e0F,,19,
51854,,,,,Active,,16,NO,NIP,2022-02-23 12:46:36,CALL,2,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o27D e0F,,1,
65479,,,,,Active,,3,NO,NIP,2022-02-23 12:51:56,CALL,2,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o27D e0F,,24,
71148,,,,,Active,,8,YES,PTP,2022-02-23 12:59:17,CALL,2,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o28D e0F,,1,
164369,,,,,Active,,9,YES,PTP,2022-02-23 15:13:21,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,68,
281754,,,,,Active,,11,YES,PTP,2022-02-23 15:39:05,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,COLLECTION
247650,,,,,Active,,16,NO,SKIP TRACE,2022-02-23 15:40:16,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
65479,,,,,Active,,3,NO,Unwilling to Pay,2022-02-23 16:22:26,CALL,3,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o27D e0F,,24,
283471,,,,,Active,,11,YES,PTP,2022-02-24 09:14:35,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,COLLECTION
280646,,,,,Active,,2,NO,Unreachable: Out of reach,2022-02-24 09:29:50,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
280596,,,,,Active,,2,NO,Unreachable: Out of reach,2022-02-24 09:33:31,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
280329,,,,,Active,,6,YES,PTP,2022-02-24 09:38:43,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
279881,,,,,Active,,2,NO,Unreachable: Out of reach,2022-02-24 09:41:56,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
278452,,,,,Active,,6,NO,Unreachable: Out of reach,2022-02-24 09:55:24,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
278106,,,,,Active,,6,YES,PTP,2022-02-24 10:00:54,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
278099,,,,,Active,,6,NO,Unreachable: Ringing no answer,2022-02-24 10:05:43,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
174408,,,,,Active,,16,NO,Unreachable: Out of Service,2022-02-24 10:10:37,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,COLLECTION
209787,,,,,Active,,16,NO,Unreachable: Out of reach,2022-02-24 10:21:57,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
179964,,,,,Active,,3,NO,Unreachable: Out of reach,2022-02-24 10:30:46,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
275820,,,,,Active,,8,YES,PTP,2022-02-24 10:39:37,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
259615,,,,,Active,,8,NO,Unreachable: Ringing no answer,2022-02-24 10:44:08,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
275537,,,,,Active,,3,NO,Unreachable: Ringing no answer,2022-02-24 10:48:27,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
273678,,,,,Active,,3,NO,NIP,2022-02-24 11:00:21,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
273677,,,,,Active,,3,YES,PTP,2022-02-24 11:06:07,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
273130,,,,,Active,,3,NO,NIP,2022-02-24 11:12:15,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
273129,,,,,Active,,3,NO,Unreachable: Ringing no answer,2022-02-24 11:17:24,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
273128,,,,,Active,,3,YES,PTP,2022-02-24 11:22:59,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
265236,,,,,Active,,16,NO,Unreachable: Out of reach,2022-02-24 11:51:51,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
261727,,,,,Active,,27,NO,SKIP TRACE,2022-02-24 12:09:49,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
261135,,,,,Active,,6,NO,Unreachable: Out of reach,2022-02-24 12:13:19,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
260653,,,,,Active,,4,YES,PTP,2022-02-24 12:31:46,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
259800,,,,,Active,,4,YES,PTP,2022-02-24 12:46:09,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
259768,,,,,Active,,9,NO,Unreachable: Out of reach,2022-02-24 12:52:44,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
247650,,,,,Active,,16,NO,Unreachable: Ringing no answer,2022-02-24 15:22:36,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
281754,,,,,Active,,11,NO,Unreachable: Ringing no answer,2022-02-24 15:25:47,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,COLLECTION
120934,,,,,Active,,11,NO,Unreachable: Out of Service,2022-02-24 15:29:31,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,59,COLLECTION
120934,,,,,Active,,11,YES,PTP,2022-02-24 16:39:35,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,59,COLLECTION
132797,,,,,Active,,8,NO,Unreachable: Ringing no answer,2022-02-25 10:47:35,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
120934,,,,,Active,,11,YES,PTP,2022-02-28 14:30:05,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,59,COLLECTION
273130,,,,,Active,,3,NO,SKIP TRACE,2022-03-02 10:16:29,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
84715,,,,,Active,,11,YES,PTP,2022-03-02 10:22:58,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,32,
218908,,,,,Active,,2,NO,Unreachable: Ringing no answer,2022-03-02 10:29:25,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
30785,,,,,Active,,4,YES,PTP,2022-03-02 10:33:01,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,32,
62149,,,,,Active,,16,NO,NIP,2022-03-02 11:04:28,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
176768,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-02 11:08:08,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
92634,,,,,Active,,27,NO,Unreachable: Ringing no answer,2022-03-02 11:11:13,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
131363,,,,,Active,,10,NO,Unreachable: Ringing no answer,2022-03-02 11:23:19,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
255926,,,,,Active,,11,YES,PTP,2022-03-02 11:34:20,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,81,COLLECTION
281754,,,,,Active,,11,NO,Unreachable: Ringing no answer,2022-03-02 11:46:29,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,COLLECTION
259768,,,,,Active,,9,NO,Unreachable: Out of reach,2022-03-02 12:42:42,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
259615,,,,,Active,,8,NO,Unwilling to Pay,2022-03-02 12:53:13,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
258316,,,,,Active,,2,NO,Unreachable: Out of reach,2022-03-02 12:59:30,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,COLLECTION
258262,,,,,Active,,29,NO,SKIP TRACE,2022-03-02 13:07:14,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
258210,,,,,Active,,11,NO,Unreachable: Out of reach,2022-03-02 14:22:52,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
258019,,,,,Active,,4,NO,NIP,2022-03-02 14:28:16,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
257599,,,,,Active,,9,YES,PTP,2022-03-02 14:37:10,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,COLLECTION
256408,,,,,Active,,9,NO,Arrears Cause Confirmed,2022-03-02 14:39:58,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,COLLECTION
255459,,,,,Active,,4,NO,Unreachable: Ringing no answer,2022-03-02 14:50:56,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,78,COLLECTION
254928,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-02 15:01:28,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,COLLECTION
254880,,,,,Active,,29,NO,Unreachable: Out of reach,2022-03-02 15:06:06,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,79,
254470,,,,,Active,,4,YES,PTP,2022-03-02 15:14:25,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
253616,,,,,Active,,6,NO,Unreachable: Out of reach,2022-03-02 15:18:22,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
253534,,,,,Active,,41,YES,PTP,2022-03-02 15:22:26,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
253529,,,,,Active,,2,NO,NIP,2022-03-02 15:28:32,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
253324,,,,,Active,,8,NO,Unwilling to Pay,2022-03-02 15:58:01,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,COLLECTION
253124,,,,,Active,,2,NO,Unreachable: Ringing no answer,2022-03-02 16:05:45,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
253121,,,,,Active,,2,NO,Unreachable: Out of reach,2022-03-02 16:36:08,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
252262,,,,,Active,,9,NO,Unreachable: Out of reach,2022-03-02 16:38:57,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
251779,,,,,Active,,29,NO,Unreachable: Out of reach,2022-03-02 16:45:20,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,79,COLLECTION
201205,,,,,Active,,16,YES,PTP,2022-03-03 08:59:32,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
85715,,,,,Active,,3,YES,PTP,2022-03-03 09:06:08,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,67,COLLECTION
85715,,,,,Active,,3,YES,PTP,2022-03-03 09:07:24,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,67,COLLECTION
176768,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-03 09:19:51,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
92780,,,,,Active,,16,NO,Unreachable: Ringing no answer,2022-03-03 10:04:17,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,COLLECTION
250345,,,,,Active,,2,NO,Unreachable: Out of reach,2022-03-03 10:07:33,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
25726,,,,,Active,,3,YES,PTP,2022-03-03 10:25:05,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
213609,,,,,Active,,11,YES,PTP,2022-03-03 10:29:29,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,52,
8697,,,,,Active,,9,YES,PTP,2022-03-03 10:46:02,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,COLLECTION
131290,,,,,Active,,4,NO,Unreachable: Ringing no answer,2022-03-03 12:33:35,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
2416,,,,,Active,,4,YES,PTP,2022-03-03 12:40:43,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
253529,,,,,Active,,2,YES,PTP,2022-03-03 14:32:42,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
253529,,,,,Active,,2,YES,PTP,2022-03-03 14:33:48,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
4744,,,,,Active,,2,NO,Unreachable: Out of reach,2022-03-03 14:39:04,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,
6317,,,,,Active,,3,YES,PTP,2022-03-03 14:46:37,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,COLLECTION
7641,,,,,Active,,3,NO,Unreachable: Out of reach,2022-03-03 14:53:27,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,
8100,,,,,Active,,9,YES,PTP,2022-03-03 15:12:56,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
8308,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-03 15:21:53,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,COLLECTION
8407,,,,,Active,,8,YES,PTP,2022-03-03 15:30:27,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,
10337,,,,,Active,,16,NO,Unreachable: Ringing no answer,2022-03-03 15:40:55,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,32,
10594,,,,,Active,,2,NO,NIP,2022-03-03 15:51:35,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,
10923,,,,,Active,,41,YES,PTP,2022-03-03 16:04:29,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,79,COLLECTION
11693,,,,,Active,,9,YES,PTP,2022-03-03 16:09:27,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,
10594,,,,,Active,,2,NO,NIP,2022-03-03 16:23:23,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,
12020,,,,,Active,,9,NO,NIP,2022-03-03 16:43:53,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,
13718,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-03 16:54:07,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,COLLECTION
13947,,,,,Active,,2,NO,Unreachable: Out of reach,2022-03-03 16:56:46,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,74,COLLECTION
250345,,,,,Active,,2,NO,Unreachable: Out of reach,2022-03-04 08:58:10,CALL,6,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,74,COLLECTION
287838,,,,,Active,,11,NO,NIP,2022-03-04 09:08:53,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,100,COLLECTION
218908,,,,,Active,,2,NO,Unreachable: Ringing no answer,2022-03-04 09:12:16,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
176579,,,,,Active,,2,YES,PTP,2022-03-04 09:24:59,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,79,COLLECTION
62149,,,,,Active,,16,NO,SKIP TRACE,2022-03-04 10:09:28,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
19030,,,,,Active,,8,NO,Unwilling to Pay,2022-03-04 12:00:10,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
22461,,,,,Active,,8,YES,PTP,2022-03-04 12:06:56,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,32,
25057,,,,,Active,,27,YES,PTP,2022-03-04 14:27:17,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,67,COLLECTION
26347,,,,,Active,,9,YES,PTP,2022-03-04 14:41:51,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,95,
34100,,,,,Active,,4,NO,Unreachable: Ringing no answer,2022-03-04 15:07:16,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
48178,,,,,Active,,16,NO,SIP,2022-03-04 15:22:12,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,67,
48339,,,,,Active,,16,YES,PTP,2022-03-04 15:27:36,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,52,COLLECTION
58056,,,,,Active,,3,NO,Unwilling to Pay,2022-03-04 15:43:40,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
61480,,,,,Active,,3,YES,PTP,2022-03-04 15:56:02,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,68,
65479,,,,,Active,,3,NO,NIP,2022-03-04 16:12:00,CALL,4,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,COLLECTION
182126,,,,,Active,,6,YES,PTP,2022-03-07 09:09:59,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,78,COLLECTION
48339,,,,,Active,,16,YES,PTP,2022-03-07 09:53:08,CALL,5,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,52,COLLECTION
34100,,,,,Active,,4,YES,PTP,2022-03-07 10:34:50,CALL,5,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
115163,,,,,Active,,8,YES,PTP,2022-03-07 10:40:14,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,4,
131363,,,,,Active,,10,YES,PTP,2022-03-07 10:54:36,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
61480,,,,,Active,,3,YES,PTP,2022-03-07 11:00:35,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,68,
137333,,,,,Active,,9,YES,PTP,2022-03-07 11:09:14,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
10337,,,,,Active,,16,NO,Unwilling to Pay,2022-03-07 11:41:20,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,32,
282807,,,,,Active,,11,NO,Unreachable: Out of reach,2022-03-07 11:45:08,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,COLLECTION
137333,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-08 11:19:29,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
22461,,,,,Active,,8,NO,Unreachable: Ringing no answer,2022-03-08 11:33:28,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,32,
74064,,,,,Active,,8,NO,Unreachable: Out of Service,2022-03-08 11:57:24,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,52,
78765,,,,,Active,,2,NO,Unreachable: Out of Service,2022-03-08 12:24:23,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,COLLECTION
82177,,,,,Active,,16,NO,Unreachable: Out of reach,2022-03-08 12:31:30,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
84715,,,,,Active,,11,NO,Unreachable: Ringing no answer,2022-03-08 12:35:45,CALL,3,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,32,
86077,,,,,Active,,11,NO,Arrears Cause Confirmed,2022-03-08 12:58:19,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,COLLECTION
273130,,,,,Active,,3,NO,Unreachable: Ringing no answer,2022-03-09 10:16:00,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
251158,,,,,Active,,16,NO,Unreachable: Ringing no answer,2022-03-09 10:23:48,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,
4516,,,,,Active,,11,NO,Unreachable: Ringing no answer,2022-03-09 10:45:41,CALL,3,Individual,PERSONAL BANKING,,,Closed (obligations met),e0Y e1M e0W o28D e0F,,1,
137333,,,,,Active,,9,NO,SKIP TRACE,2022-03-09 10:50:54,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,52,
87041,,,,,Active,,3,YES,PTP,2022-03-09 11:10:53,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,68,
88502,,,,,Active,,3,YES,PTP,2022-03-09 11:19:20,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,15,
89641,,,,,Active,,9,NO,Unreachable: Out of reach,2022-03-09 11:32:07,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,4,
92074,,,,,Active,,6,NO,Unreachable: Ringing no answer,2022-03-09 11:46:09,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,95,
105091,,,,,Active,,16,NO,Unreachable: Out of Service,2022-03-09 12:08:59,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,59,
105527,,,,,Active,,3,NO,Unreachable: Ringing no answer,2022-03-09 12:23:25,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,COLLECTION
106118,,,,,Active,,3,NO,Unreachable: Ringing no answer,2022-03-09 12:34:14,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,18,
106121,,,,,Active,,11,NO,Unreachable: Out of Service,2022-03-09 12:39:47,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,
107882,,,,,Active,,11,YES,PTP,2022-03-09 12:59:29,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,52,
107994,,,,,Active,,8,NO,Unreachable: Out of reach,2022-03-09 15:16:12,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,70,COLLECTION
110943,,,,,Active,,9,NO,Unreachable: Ringing no answer,2022-03-09 15:31:52,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,24,
111465,,,,,Active,,6,NO,Unreachable: Ringing no answer,2022-03-09 15:52:56,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o27D e0F,,95,
111857,,,,,Active,,10,NO,Unreachable: Ringing no answer,2022-03-09 16:07:22,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,68,
113521,,,,,Active,,16,NO,Unreachable: Ringing no answer,2022-03-09 16:30:29,CALL,2,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,67,COLLECTION
113061,,,,,Active,,8,YES,PTP,2022-03-09 16:32:02,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,68,
108025,,,,,Active,,4,YES,PTP,2022-03-09 17:03:46,CALL,2,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o28D e0F,,74,COLLECTION
218908,,,,,Active,,2,NO,Unreachable: Out of reach,2022-03-10 10:06:10,CALL,4,Individual,PERSONAL BANKING,,,Active,e0Y e1M e0W o27D e0F,,79,COLLECTION
11693,,,,,Active,,9,YES,PTP,2022-03-10 10:13:07,CALL,3,Individual,PERSONAL BANKING,,,Restructured,e0Y e1M e0W o28D e0F,,74,
